Hello world! 
current zero: 3
pid init done!
pos: 8, u: -6073, i: 1040
pos: 2412, u: -10000, i: 1264
pos: 2404, u: -10000, i: 2160
pos: 2397, u: -10000, i: 1488
pos: 2389, u: -10000, i: 2224
pos: 2381, u: -10000, i: 1904
pos: 2373, u: -10000, i: 1168
pos: 2365, u: -10000, i: 2080
pos: 2357, u: -10000, i: 1696
pos: 2349, u: -10000, i: 1696
pos: 2341, u: -10000, i: 2016
pos: 2333, u: -10000, i: 1536
pos: 2325, u: -10000, i: 2112
pos: 2317, u: -10000, i: 1856
pos: 2309, u: -10000, i: 1424
pos: 2301, u: -10000, i: 2128
pos: 2293, u: -10000, i: 1728
pos: 2285, u: -10000, i: 1648
pos: 2277, u: -10000, i: 1984
pos: 2269, u: -10000, i: 1472
pos: 2261, u: -10000, i: 2144
pos: 2253, u: -10000, i: 1904
pos: 2245, u: -10000, i: 1232
pos: 2237, u: -10000, i: 2096
pos: 2229, u: -10000, i: 1680
pos: 2221, u: -10000, i: 1120
pos: 2213, u: -10000, i: 2064
pos: 2206, u: -10000, i: 1632
pos: 2197, u: -10000, i: 1264
pos: 2189, u: -10000, i: 1984
pos: 2182, u: -10000, i: 1584
pos: 2173, u: -10000, i: 1264
pos: 2165, u: -10000, i: 2048
pos: 2158, u: -10000, i: 1536
pos: 2150, u: -10000, i: 2144
pos: 2142, u: -10000, i: 1904
pos: 2134, u: -10000, i: 1408
pos: 2126, u: -10000, i: 2208
pos: 2118, u: -10000, i: 1776
pos: 2110, u: -10000, i: 1280
pos: 2102, u: -10000, i: 2064
pos: 2094, u: -10000, i: 1632
pos: 2086, u: -10000, i: 2176
pos: 2078, u: -10000, i: 1920
pos: 2070, u: -10000, i: 1344
pos: 2062, u: -10000, i: 2128
pos: 2054, u: -10000, i: 1600
pos: 2047, u: -10000, i: 1904
pos: 2038, u: -10000, i: 2032
pos: 2030, u: -10000, i: 1328
pos: 2023, u: -10000, i: 2112
pos: 2014, u: -10000, i: 1840
pos: 2007, u: -10000, i: 1216
pos: 1999, u: -10000, i: 2144
pos: 1991, u: -10000, i: 1776
pos: 1983, u: -10000, i: 1456
pos: 1975, u: -10000, i: 2032
pos: 1967, u: -10000, i: 1616
pos: 1959, u: -10000, i: 2128
pos: 1951, u: -10000, i: 1952
pos: 1943, u: -10000, i: 1376
pos: 1935, u: -10000, i: 2128
pos: 1927, u: -10000, i: 1744
pos: 1919, u: -10000, i: 2048
pos: 1911, u: -10000, i: 2016
pos: 1903, u: -10000, i: 1424
pos: 1896, u: -10000, i: 2048
pos: 1888, u: -10000, i: 1616
pos: 1880, u: -10000, i: 2208
pos: 1872, u: -10000, i: 1840
pos: 1864, u: -10000, i: 1392
pos: 1856, u: -10000, i: 2080
pos: 1848, u: -10000, i: 1632
pos: 1840, u: -10000, i: 1280
pos: 1832, u: -10000, i: 1984
pos: 1824, u: -10000, i: 1712
pos: 1816, u: -10000, i: 1472
pos: 1808, u: -10000, i: 2000
pos: 1800, u: -10000, i: 1600
pos: 1792, u: -10000, i: 2192
pos: 1784, u: -10000, i: 1888
pos: 1776, u: -10000, i: 1408
pos: 1768, u: -10000, i: 2176
pos: 1761, u: -10000, i: 1632
pos: 1752, u: -10000, i: 2176
pos: 1745, u: -10000, i: 1984
pos: 1737, u: -10000, i: 1360
pos: 1729, u: -10000, i: 2176
pos: 1721, u: -10000, i: 1648
pos: 1713, u: -10000, i: 2192
pos: 1705, u: -10000, i: 1808
pos: 1697, u: -10000, i: 1392
pos: 1689, u: -10000, i: 2064
pos: 1681, u: -10000, i: 1504
pos: 1673, u: -10000, i: 2144
pos: 1665, u: -10000, i: 1840
pos: 1657, u: -10000, i: 1296
pos: 1649, u: -10000, i: 2160
pos: 1642, u: -10000, i: 1680
pos: 1634, u: -10000, i: 2160
pos: 1626, u: -10000, i: 1920
pos: 1618, u: -10000, i: 1392
pos: 1610, u: -10000, i: 2128
pos: 1602, u: -10000, i: 1792
pos: 1594, u: -10000, i: 1584
pos: 1586, u: -10000, i: 1968
pos: 1578, u: -10000, i: 1536
pos: 1570, u: -10000, i: 2160
pos: 1562, u: -10000, i: 1840
pos: 1554, u: -10000, i: 1312
pos: 1546, u: -10000, i: 2112
pos: 1538, u: -10000, i: 1568
pos: 1531, u: -10000, i: 1888
pos: 1522, u: -10000, i: 2016
pos: 1515, u: -10000, i: 1424
pos: 1507, u: -10000, i: 2160
pos: 1499, u: -10000, i: 1776
pos: 1491, u: -10000, i: 1104
pos: 1483, u: -10000, i: 2048
pos: 1475, u: -10000, i: 1760
pos: 1467, u: -10000, i: 1520
pos: 1459, u: -10000, i: 2016
pos: 1451, u: -10000, i: 1584
pos: 1443, u: -10000, i: 1952
pos: 1435, u: -10000, i: 1968
pos: 1427, u: -10000, i: 1584
pos: 1419, u: -10000, i: 2064
pos: 1411, u: -10000, i: 1936
pos: 1403, u: -10000, i: 1472
pos: 1395, u: -10000, i: 2080
pos: 1387, u: -10000, i: 1904
pos: 1379, u: -10000, i: 1280
pos: 1371, u: -10000, i: 2048
pos: 1363, u: -10000, i: 1728
pos: 1355, u: -10000, i: 1584
pos: 1347, u: -10000, i: 2016
pos: 1339, u: -10000, i: 1552
pos: 1331, u: -10000, i: 2128
pos: 1323, u: -10000, i: 1824
pos: 1315, u: -10000, i: 1296
pos: 1308, u: -10000, i: 2064
pos: 1299, u: -10000, i: 1824
pos: 1291, u: -10000, i: 1904
pos: 1284, u: -10000, i: 1952
pos: 1276, u: -10000, i: 1520
pos: 1268, u: -10000, i: 2160
pos: 1260, u: -10000, i: 1776
pos: 1252, u: -10000, i: 1680
pos: 1244, u: -10000, i: 1984
pos: 1236, u: -10000, i: 1520
pos: 1228, u: -10000, i: 2256
pos: 1220, u: -10000, i: 1776
pos: 1212, u: -10000, i: 1376
pos: 1204, u: -10000, i: 2096
pos: 1197, u: -10000, i: 1440
pos: 1189, u: -10000, i: 2160
pos: 1181, u: -10000, i: 1872
pos: 1173, u: -10000, i: 1184
pos: 1165, u: -10000, i: 2096
pos: 1157, u: -10000, i: 1664
pos: 1149, u: -10000, i: 1568
pos: 1141, u: -10000, i: 1968
pos: 1133, u: -10000, i: 1648
pos: 1125, u: -10000, i: 2096
pos: 1117, u: -10000, i: 1936
pos: 1109, u: -10000, i: 1504
pos: 1101, u: -10000, i: 2128
pos: 1093, u: -10000, i: 1776
pos: 1085, u: -10000, i: 1376
pos: 1077, u: -10000, i: 2080
pos: 1069, u: -10000, i: 1680
pos: 1061, u: -10000, i: 1376
pos: 1053, u: -10000, i: 2000
pos: 1045, u: -10000, i: 1600
pos: 1037, u: -10000, i: 2016
pos: 1029, u: -10000, i: 1904
pos: 1021, u: -10000, i: 1408
pos: 1013, u: -10000, i: 2144
pos: 1005, u: -10000, i: 1760
pos: 997, u: -10000, i: 1312
pos: 989, u: -10000, i: 2096
pos: 982, u: -10000, i: 1616
pos: 973, u: -10000, i: 1104
pos: 965, u: -10000, i: 2000
pos: 958, u: -10000, i: 1680
pos: 949, u: -10000, i: 1648
pos: 942, u: -10000, i: 2000
pos: 934, u: -10000, i: 1488
pos: 926, u: -10000, i: 2224
pos: 918, u: -10000, i: 1808
pos: 910, u: -10000, i: 1328
pos: 902, u: -10000, i: 2064
pos: 894, u: -10000, i: 1584
pos: 886, u: -10000, i: 2240
pos: 878, u: -10000, i: 1792
pos: 871, u: -10000, i: 1504
pos: 862, u: -10000, i: 2160
pos: 855, u: -10000, i: 1312
pos: 847, u: -10000, i: 2160
pos: 839, u: -9992, i: 1712
pos: 831, u: -9953, i: 2080
pos: 823, u: -9915, i: 1840
pos: 815, u: -9876, i: 1168
pos: 807, u: -9838, i: 1760
pos: 799, u: -9800, i: 1136
pos: 792, u: -9770, i: 1648
pos: 784, u: -9728, i: 1232
pos: 777, u: -9698, i: 1456
pos: 769, u: -9656, i: 1760
pos: 762, u: -9626, i: 1952
pos: 754, u: -9584, i: 1136
pos: 747, u: -9554, i: 1216
pos: 740, u: -9521, i: 1472
pos: 733, u: -9487, i: 1440
pos: 726, u: -9454, i: 1408
pos: 719, u: -9420, i: 1216
pos: 711, u: -9377, i: 960
pos: 705, u: -9357, i: 1760
pos: 698, u: -9319, i: 1728
pos: 691, u: -9286, i: 1536
pos: 684, u: -9252, i: 1088
pos: 677, u: -9218, i: 1712
pos: 671, u: -9194, i: 1312
pos: 664, u: -9156, i: 1712
pos: 658, u: -9132, i: 1328
pos: 651, u: -9094, i: 1616
pos: 645, u: -9069, i: 1312
pos: 638, u: -9031, i: 1552
pos: 632, u: -9007, i: 896
pos: 625, u: -8969, i: 1216
pos: 619, u: -8944, i: 1520
pos: 613, u: -8916, i: 1504
pos: 607, u: -8887, i: 1104
pos: 601, u: -8858, i: 1216
pos: 595, u: -8829, i: 1184
pos: 589, u: -8800, i: 1200
pos: 583, u: -8772, i: 1216
pos: 577, u: -8743, i: 1136
pos: 571, u: -8714, i: 1280
pos: 565, u: -8685, i: 1648
pos: 560, u: -8666, i: 1536
pos: 554, u: -8632, i: 1232
pos: 549, u: -8613, i: 1056
pos: 543, u: -8580, i: 1536
pos: 538, u: -8560, i: 1248
pos: 532, u: -8527, i: 1504
pos: 527, u: -8507, i: 1312
pos: 521, u: -8474, i: 1536
pos: 516, u: -8454, i: 1264
pos: 511, u: -8430, i: 1488
pos: 506, u: -8406, i: 1024
pos: 501, u: -8382, i: 1296
pos: 495, u: -8349, i: 1408
pos: 490, u: -8330, i: 896
pos: 485, u: -8306, i: 1136
pos: 480, u: -8282, i: 1328
pos: 475, u: -8258, i: 1632
pos: 470, u: -8234, i: 1584
pos: 465, u: -8210, i: 1488
pos: 460, u: -8186, i: 896
pos: 456, u: -8171, i: 976
pos: 451, u: -8142, i: 1008
pos: 446, u: -8118, i: 992
pos: 441, u: -8094, i: 992
pos: 437, u: -8080, i: 960
pos: 432, u: -8051, i: 1472
pos: 428, u: -8036, i: 1456
pos: 423, u: -8008, i: 1152
pos: 419, u: -7993, i: 1024
pos: 414, u: -7965, i: 1104
pos: 410, u: -7950, i: 1296
pos: 405, u: -7922, i: 1088
pos: 401, u: -7907, i: 768
pos: 397, u: -7888, i: 1184
pos: 393, u: -7868, i: 1072
pos: 388, u: -7840, i: 1312
pos: 384, u: -7825, i: 1056
pos: 380, u: -7806, i: 1152
pos: 376, u: -7787, i: 1040
pos: 372, u: -7768, i: 1328
pos: 367, u: -7739, i: 1104
pos: 363, u: -7724, i: 1440
pos: 360, u: -7714, i: 1024
pos: 355, u: -7682, i: 1184
pos: 352, u: -7676, i: 1392
pos: 348, u: -7652, i: 1536
pos: 344, u: -7633, i: 1200
pos: 340, u: -7614, i: 1008
pos: 336, u: -7595, i: 1040
pos: 333, u: -7585, i: 1168
pos: 329, u: -7561, i: 1200
pos: 325, u: -7542, i: 1184
pos: 322, u: -7532, i: 1200
pos: 318, u: -7508, i: 976
pos: 314, u: -7489, i: 656
pos: 310, u: -7470, i: 768
pos: 307, u: -7460, i: 768
pos: 303, u: -7436, i: 800
pos: 300, u: -7426, i: 736
pos: 297, u: -7412, i: 976
pos: 293, u: -7388, i: 960
pos: 289, u: -7369, i: 928
pos: 286, u: -7359, i: 1008
pos: 283, u: -7345, i: 1024
pos: 279, u: -7321, i: 976
pos: 276, u: -7311, i: 1024
pos: 273, u: -7297, i: 816
pos: 269, u: -7273, i: 1136
pos: 266, u: -7263, i: 1312
pos: 263, u: -7249, i: 1216
pos: 260, u: -7234, i: 1392
pos: 257, u: -7220, i: 1248
pos: 253, u: -7196, i: 944
pos: 250, u: -7186, i: 1136
pos: 247, u: -7172, i: 800
pos: 244, u: -7158, i: 1104
pos: 241, u: -7143, i: 880
pos: 238, u: -7129, i: 1120
pos: 235, u: -7114, i: 784
pos: 233, u: -7109, i: 1056
pos: 230, u: -7090, i: 640
pos: 227, u: -7076, i: 944
pos: 224, u: -7062, i: 928
pos: 221, u: -7047, i: 848
pos: 219, u: -7042, i: 1040
pos: 216, u: -7023, i: 1200
pos: 213, u: -7009, i: 864
pos: 210, u: -6994, i: 928
pos: 208, u: -6989, i: 992
pos: 205, u: -6970, i: 1120
pos: 202, u: -6956, i: 832
pos: 200, u: -6951, i: 992
pos: 197, u: -6932, i: 1184
pos: 195, u: -6927, i: 1216
pos: 192, u: -6908, i: 1232
pos: 189, u: -6894, i: 1136
pos: 187, u: -6888, i: 880
pos: 184, u: -6870, i: 800
pos: 182, u: -6864, i: 928
pos: 180, u: -6855, i: 912
pos: 177, u: -6836, i: 944
pos: 175, u: -6831, i: 944
pos: 173, u: -6821, i: 896
pos: 170, u: -6802, i: 992
pos: 168, u: -6797, i: 1040
pos: 166, u: -6788, i: 896
pos: 163, u: -6769, i: 928
pos: 161, u: -6764, i: 880
pos: 159, u: -6754, i: 880
pos: 156, u: -6735, i: 960
pos: 154, u: -6730, i: 864
pos: 152, u: -6720, i: 912
pos: 150, u: -6711, i: 784
pos: 147, u: -6692, i: 704
pos: 145, u: -6687, i: 1040
pos: 143, u: -6677, i: 1120
pos: 141, u: -6668, i: 1072
pos: 139, u: -6658, i: 1024
pos: 137, u: -6648, i: 848
pos: 135, u: -6639, i: 1152
pos: 133, u: -6629, i: 1136
pos: 131, u: -6620, i: 928
pos: 129, u: -6610, i: 1184
pos: 127, u: -6600, i: 976
pos: 125, u: -6591, i: 880
pos: 123, u: -6581, i: 896
pos: 121, u: -6572, i: 800
pos: 119, u: -6562, i: 672
pos: 117, u: -6552, i: 800
pos: 115, u: -6543, i: 736
pos: 113, u: -6533, i: 736
pos: 111, u: -6524, i: 752
pos: 109, u: -6514, i: 640
pos: 108, u: -6514, i: 816
pos: 106, u: -6500, i: 640
pos: 104, u: -6490, i: 816
pos: 102, u: -6480, i: 800
pos: 100, u: -6471, i: 784
pos: 98, u: -6461, i: 896
pos: 97, u: -6461, i: 896
pos: 95, u: -6447, i: 1008
pos: 93, u: -6437, i: 1184
pos: 92, u: -6437, i: 1024
pos: 90, u: -6423, i: 1104
pos: 89, u: -6422, i: 1168
pos: 87, u: -6408, i: 1104
pos: 86, u: -6408, i: 1040
pos: 84, u: -6394, i: 1024
pos: 82, u: -6384, i: 944
pos: 81, u: -6384, i: 720
pos: 79, u: -6370, i: 848
pos: 77, u: -6360, i: 736
pos: 76, u: -6360, i: 656
pos: 74, u: -6346, i: 848
pos: 73, u: -6346, i: 864
pos: 72, u: -6341, i: 608
pos: 70, u: -6327, i: 784
pos: 69, u: -6326, i: 800
pos: 67, u: -6312, i: 768
pos: 65, u: -6303, i: 592
pos: 64, u: -6302, i: 768
pos: 63, u: -6298, i: 896
pos: 61, u: -6284, i: 992
pos: 60, u: -6283, i: 880
pos: 58, u: -6269, i: 768
pos: 57, u: -6269, i: 912
pos: 55, u: -6255, i: 992
pos: 54, u: -6254, i: 1008
pos: 53, u: -6250, i: 16
pos: 53, u: -6254, i: 16
pos: 52, u: -6245, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 32
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 0
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
pos: 52, u: -6249, i: 16
